,Unnamed: 0,title,category
1483,1483, 팩트체크  단체행동 이유가  지하철 엘리베이터 때문  ,Politics
1484,1484,민주 경기지사 출사표 본격화 서울은 송영길 두고  시끌 ,Politics
1485,1485,이상민  이준석  엉덩이에 뿔난 못된 송아지 인성교육부터 ,Politics
1486,1486,만찬 식사는 통합 상징 봄나물 비빔밥    반주는 레드 와인,Politics
1487,1487,장애인단체  시위 저격한 이준석에  혐오 조장  사퇴하라 ,Politics
1488,1488,대통령 집무실   추경안   인사 산적한 현안 논의  주목 ,Politics
1489,1489,문성근  윤 당선  법비들의 쿠데타 민주  돈에 꼬투리 잡히지 말라 ,Politics
1490,1490, 민주당 승부처  경기지사 신경전 고조,Politics
1491,1491, 주진우 라이브  이상돈         테러도 인수인계 구멍이 한 원인 인수위가 허둥지둥 하면 정권 잘못되는 조짐 ,Politics
1492,1492,     지방선거  누가 뛰나  광주 동구 곡성군,Politics
1493,1493, 김정숙 옷값 논란  가세한 국민의힘 정미경  국가 기밀이면 임기 후 반환해야 ,Politics
1494,1494,조중동의  이명박 사면  신념인가 이권인가 ,Politics
1495,1495,이준석  비문명적 불법 시위   또 약자 혐오 정치  당 안팎 비난,Politics
1496,1496,산은에 끌려가던  LCC 통합 본사  문제  인수위 개입 논의 발판  기대감 ,Politics
1497,1497,여가부 기능  쪼개기 도 저울질 여성단체들은 반발,Politics
1498,1498,여민관 앞에서 윤 당선인 맞은 문 대통령  상춘재까지 동행,Politics
1499,1499,못 믿을 산은   LCC 통합본사 부산  말 바꾸기,Politics
1500,1500,인수위  임대차 법 폐지 축소 검토 여소야대 벽 넘을까 ,Politics
1501,1501,  개월 만에 대통령과 당선인으로 아무도 예상 못 했다,Politics
1502,1502,동명이견  토리  안부 묻고 넥타이 선물 문 대통령 윤 당선자 만남  화기애애 ,Politics
1503,1503, 뉴스추적  총리 후보군  배수 보고 고심 빠진 윤석열,Politics
1504,1504,법원    장모 모해위증 재정신청 기각,Politics
1505,1505,북한  미국  초강력 제재해도 러시아 선택 못 바꿔 ,Politics
1506,1506, 경제 원팀 최적임자 찾는 중   순위 안철수 ,Politics
1507,1507, 검수완박 으로 신구 기싸움 최고조 민주 속도전에 국민의힘 발끈,Politics
1508,1508,   매화가 폈다     정말 아름답다   두 손 맞잡은 신구 권력,Politics
1509,1509,감사위원 문제 정리되자 꼬였던  회동 실타래  풀렸다,Politics
1510,1510,한전   분기 연료비 조정단가 내일 발표 인상여부 주목 종합 ,Politics
1511,1511,정의용  우크라 의용군 간 한국인  명중  명 소재 미파악  종합 ,Politics
1512,1512,장애인 지하철 출퇴근 시위 갑론을박,Politics
1513,1513,        vs        신구권력 지지율 팽팽,Politics
1514,1514, 의제 제한 없이 폭넓게 대화  협치 물꼬 트나,Politics
1515,1515, 못된 송아지 제대로 된 인성 갖춰라  민주당  이준석에 맹공,Politics
1516,1516, 기획  탈 많은 임대차 법 결국 손본다,Politics
1517,1517, 매화꽃 으로 말문 열어 문 대통령 윤 당선인 만찬 회동,Politics
1518,1518,대선   일 만의 첫 만남      청와대 상춘재서 만찬,Politics
1519,1519, 뉴있저        일 만에 회동   집무실 이전 인사권 조율될까 ,Politics
1520,1520,임기 말 대통령에 밀린 당선인 국정 기대치 이유는 ,Politics
1521,1521,  개월 만에 대통령과 당선인으로 아무도 예상 못 했다,Politics
1522,1522,   회동에 오른  레드와인 비빔밥   봄처럼 국민 마음 편안하길 ,Politics
1523,1523, 월 이후로 미뤄진 박형준 선고   지선  공천은 무난,Politics
1524,1524, 여민관 앞에서 기다린      대통령님 모시고 회의한 기억 난다 ,Politics
1525,1525,민주는 대선 패배  국힘은  윤풍  잠잠  모두 불안한 PK  지선 ,Politics
1526,1526, 아는 기자     회동 급반전  막전막후  김부겸 역할은,Politics
1527,1527,  김정은  강력한 공격 수단 더 배치       월 핵실험  예고 ,Politics
1528,1528,  당선인측  초대 총리  경제 드림팀 이끌 최적임자 물색 ,Politics
1529,1529,이준석 엉덩이에 뿔난  못된 송아지   이상민  엉망이다 ,Politics
1530,1530, 단독 중재자 김부겸    일   당선인과 만찬서 설득,Politics
1531,1531,  정부 평화프로세스 사망  국힘 공세 정의용  실패 아냐  종합 ,Politics
1532,1532,장애인 시위 또 공격한 이준석 무릎 꿇은 김예지  대신 사과 ,Politics
1533,1533,전장연 사태로 코너에 몰린 이준석 인수위도  시위 당연한 권리 ,Politics
1534,1534,용산 이전 비용 해결  촉각  MB 사면은 거론 안 될 듯,Politics
1535,1535,기다렸다   맞은    저기 매화꽃이 피었다   정말 아름답다 ,Politics
1536,1536, 에 핀 매화보며 감탄한      만찬 메뉴 갈비와 비빔밥 등 풍성,Politics
1537,1537, 봄나물 비빔밥  함께 먹은 문 윤  만찬주 레드와인,Politics
1538,1538,집무실 아래까지 마중 나온  대통령  당선인  극진 예우 ,Politics
1539,1539,      계절 해산물 냉채 한우갈비 레드와인  만찬,Politics
1540,1540,   매화꽃이 폈다  언급에     정말 아름답다  화답,Politics
1541,1541, 포스트 이재명  중진 대선급  후끈  경기도 최대 격전지,Politics
1542,1542,조국  터무니없는  정부 비난에 책 출간 이건 정말 아니다 ,Politics
1543,1543,윤석열 만나는  대통령  과거 정부 성과 계승  강조,Politics
1544,1544,대출규제 풀린다 LTV는 유력 DSR은 고심,Politics
1545,1545, 대통령  저기 매화꽃이 피었다  윤석열  정말 아름답다 ,Politics
1546,1546,새로운물결  내일 민주당과 합당 선언   김동연 출마지 결심도 임박 ,Politics
1547,1547,   무슨 꽃인지 모르겠다  묻자    산수유입니다 ,Politics
1548,1548, 대통령 준비한 메뉴는  비빔밥  넣은 한정식 반주는  레드와인 ,Politics
1549,1549,    만찬 메뉴는 비빔밥  한우갈비 반주는 레드와인,Politics
1550,1550, 무릎 사죄  김예지  이준석 발언에  우려와 안타까움 있다 ,Politics
1551,1551,     조금 전 만찬 회동 시작   독대 가능성 주목,Politics
1552,1552,    만찬 회동 시작 추경 안보 등 폭넓게 논의,Politics
1553,1553,오늘 저녁 문 대통령 윤 당선인 만찬,Politics
1554,1554,   저기 매화꽃이 폈습니다     정말 아름답습니다 ,Politics
1555,1555, 콕 찍어 페널티  홍준표  공천룰 반발 김재원에  협잡 정치 ,Politics
1556,1556,  대통령 모시고 회의한 기억    윤석열 만찬 메뉴는 갈비 와인,Politics
1557,1557,    만났지만   갈등 해소 관건은  의 결단,Politics
1558,1558,송영길 유승민 김동연 출마 막판 고심  서울 경기 대진표 촉각,Politics
1559,1559,  ICBM에 민주    평화프로세스 옳은 길  국힘  사망  종합 ,Politics
1560,1560,경기지사 도전자 모두  내가     주장,Politics
1561,1561,     직접 마중 나가  예우     이전  안타까운 듯 경내 곳곳 소개,Politics
1562,1562,헤매는 인수위  안철수  경계령  거듭  저인망식 자료요구로 국정중단 불러선 안 돼 ,Politics
1563,1563, 이재명 찐 동지는 나  민주 경기지사 후보들 출사표,Politics
1564,1564, 영상  정의용  북한 ICBM 발사는 도발 평화프로세스  실패 아니다 ,Politics
1565,1565,비난하는 이준석 vs 무릎 꿇은 김예지  국민의힘 내부도  전장연 공격  논란,Politics
1566,1566,권영세 안철수 박주선 한덕수  새 정부  드림팀  이끌 총리는,Politics
1567,1567,민주당 이춘희 선두 속 국민의힘 송아영 최민호 맹추격,Politics
1568,1568,김정숙 여사  명품 사치 의혹  경찰 고발까지,Politics
1569,1569,홍준표  대구시장 나갈 거면 최고위원 사퇴해야    김재원  물러난다 ,Politics
1570,1570,     대러 제재  위협 공갈로 러 입장 변화 못 시켜 ,Politics
1571,1571,우상호  패배 지도부 전략공천은 없었다  송영길 차출론 직격 종합 ,Politics
1572,1572,  일만에 드디어 상춘재 함께 들어선      포착 ,Politics
1573,1573, 뉴스워치  문대통령 윤당선인  청와대 상춘재 만찬 시작,Politics
1574,1574,김정숙 여사 의상비용 논란에    옷값이 국가기밀인가 ,Politics
1575,1575,     대선 후   일만에 만났다  상춘재 만찬 회동 시작,Politics
1576,1576,이준석    키즈 라 하기엔 충분히 성장   이제 그만해달라 ,Politics
1577,1577,정미경  김정숙 여사 옷값이 국가기밀  그럼 임기후 다 반환해라 ,Politics
1578,1578,   석 민주당 주요 보직 따져보니 이재명계 주류 세력으로 우뚝,Politics
1579,1579,스브스레터 이브닝         장애인 시위 때리는 이준석 이슈 파이팅  혐오 정치 ,Politics
1580,1580,    회동  YS DJ 회동서 배울 점은,Politics
1581,1581,우크라인 입국은 안되고  고려인 입국은 되는 이유 궁즉답 ,Politics
1582,1582,국민의힘까지  자제 좀   전장연 부메랑  맞은 이준석,Politics
1583,1583, 측    정책만 아니면 된다  그런 편가르기 않겠다 ,Politics
1584,1584,윤 당선인 청와대 도착 문 대통령과 상춘재에서 만찬 회동 시작,Politics
1585,1585, 현장영상   문 대통령 윤 당선인 만찬 회동 시작   대선   일만,Politics
1586,1586,이준석  비문명적 불법 시위  또 비판   인수위  지하철 시위  현장 찾는다,Politics
1587,1587, 왜 약자끼리 싸우게 하나  당내 비판에   이준석  용산 이전이 더 비판 많아 ,Politics
1588,1588,     만찬 회동 시작  년  개월 만에 첫 대면,Politics
1589,1589,윤 당선인   용산의 늪 에서 탈출 시도     민생  또 민생  ,Politics
1590,1590,임대차 법   년 만에 폐지기로 인수위  폐지 축소 검토 ,Politics
1591,1591,       개월만에 만났다 오후  시  분 청와대 회동 시작,Politics
1592,1592,천안함 침몰사건   년 지났는데도 논란 해소되지 않은 이유,Politics
1593,1593,국민의힘   장애인 지하철 시위 에 내홍   하필 전장연 상대로  ,Politics
1594,1594,  도발 국힘    평화프로세스 실패 vs민주    언사 경고  종합 ,Politics
1595,1595,      일 만에 만찬 회동 집무실   조 추경  주목 ,Politics
1596,1596, 디라이브     빠른 시간 내에 핵실험 할 가능성 높아 ,Politics
1597,1597,  당선인 측  임대차  법 손보겠다    거야 협조 변수,Politics
1598,1598, 속보   당선인    오후  시  분 도착  대통령과 회동 시작,Politics
1599,1599, 단독  거대야당 반대 예고에   인수위  정부 조직개편 최소화 가닥,Politics
1600,1600, 박원순 피해자  차 가해  진혜원 검사   나쁜 페미니즘  거론   을 악마화 ,Politics
1601,1601, 단독  거대야당 반대 예고에   인수위  정부 조직개편 최소화 가닥,Politics
1602,1602, 현장영상  윤석열 당선인 청와대 도착     만찬 회동 시작,Politics
1603,1603,정부 이어 인수위도 코로나   급 감염병서 해제 검토,Politics
1604,1604,무주공산 광양시장 선거  후보 난립 속  파전 양상,Politics
1605,1605,먼저 도착한     당선인 맞아  상춘재서 만찬회동 시작,Politics
1606,1606,문대통령 윤당선인  청와대 상춘재서 만찬회동 시작,Politics
1607,1607,북한  미국  초강력 제재해도 러시아 결코 바꿀 수 없어 ,Politics
1608,1608, PK 거점 수성    년 만의 탈환     달아오르는 양산시장 선거,Politics
1609,1609,김정숙 여사 옷값 비공개 논란에    국가기밀인가 ,Politics
1610,1610,운동권 출신  민주 지도부 속속 차지      용퇴론  실종,Politics
1611,1611, 송영길 차출론 에 선 그은 우상호  오세훈 매우 강력 ,Politics
1612,1612,이학재  김정숙 수백벌 옷  이멜다 뺨치는  김멜다   ,Politics
1613,1613,김정은  가공할 공격력 갖춰야  내달 핵실험 나서나,Politics
1614,1614, 경제 원팀 이끌 적임자 물색    초대 총리 이르면 이번 주 윤곽,Politics
1615,1615,   탈원전 폐기 원전 확대 에   반발 확산,Politics
1616,1616, 최고위원 사퇴  배수진 친 김재원  홍준표 권영진 반응에  주목 ,Politics
1617,1617, 단독  전장연 공격 이준석  다른 장애인 단체와 소통 강화하라 ,Politics
1618,1618,평화프로세스  존폐  여야 시각차 사망 선고 vs 대안 없어,Politics
1619,1619, 장군들의 보금자리   이 머문다는 한남동 공관은 어떤 곳 ,Politics
1620,1620, 속보   당선인    오후  시  분 도착  대통령과 회동 시작,Politics
1621,1621,문 대통령 윤 당선인  잠시 뒤 만찬 회동   우여곡절 끝에 성사,Politics
1622,1622, 경기지사 사수  vs  탈환  김동연 유승민  빅매치  벌어지나,Politics
1623,1623, 단독   이재명 최측근  김영진  당 사무총장직 사의,Politics
1624,1624,여야   도발 책임 공방   정부 정책 실패   새정부 관계 재정립  종합 ,Politics
1625,1625,국방부 대변인   대통령 집무실  논란 와중에  안보  공기와 같다 ,Politics
1626,1626, 무단출국  우크라 입국 시도 해병  군 복무 중 부조리 당했다 ,Politics
1627,1627,신평     김정숙 여사 옷값 관련 솔직히 해명해야 할 때 ,Politics
1628,1628, 서울시장 출마설  잇따르는 송영길 무리수인가 승부수인가,Politics
1629,1629,김정은  강력한 공격수단 배치   차 핵실험    월 위기설  고조,Politics
1630,1630,     지방선거  대구 달성군수 김문오 퇴임 기회  무소속까지  명  춘추전국 ,Politics
1631,1631,어렵게 성사된     회동 새 정부  국정동력 회복  계기 될까,Politics
1632,1632,미군    ICBM 대응  훈련 거절   정의용  사실과 달라  종합 ,Politics
1633,1633, 속보  인수위   월 전기요금 인상   정부서 결정할 내용 ,Politics
1634,1634,이인영      월 추가 행동 할 수도 핵실험 가능성도 ,Politics
1635,1635, 짚어봅시다   정부  경제 드림팀 이끌 원톱  총리에 윤증현 박용만 급부상,Politics
1636,1636,집안 단속 나선 안철수  인수위가 국정중단 불러선 안 돼 ,Politics
1637,1637,민주당  새로운물결과 합당 추진 김동연  한 발짝 다가선 수도권 출마론,Politics
1638,1638,현직 대통령 견고한 국정 지지율  당선인 대통령 회동 분위기도 예전과 달라,Politics
1639,1639,취임 앞둔 당선자 퇴임 앞둔 대통령 지지율 딱 붙었다 왜 ,Politics
1640,1640,윤석열 지지율  주째 하락     문 대통령에 뒤져  이변 ,Politics
1641,1641,문 대통령 윤 당선인  잠시 뒤 만찬 회동   우여곡절 끝에 성사,Politics
1642,1642,내달초  정부 초대 총리 발표 안철수 한덕수 김한길 거론,Politics
1643,1643, 임대차  법 폐지 축소 검토 ,Politics
1644,1644, 은 소주   은 폭탄주 선호 만찬서 갈등 풀  화합주  선보일까,Politics
1645,1645,     지방선거  안동시장 권씨 문중  명  김씨 표심 공략,Politics
1646,1646,인수위도 전장연 지하철 시위 방문 시위저격 이준석과는  조율 없었다 ,Politics
1647,1647,김동연  내일 민주당과 합당 선언 지선 출마지 관심,Politics
1648,1648, 단독  서울 교통공약        용산 삼송 신분당선 속도낸다,Politics
1649,1649, MBN 프레스룸   프레스룸에 온다  유영하 변호사,Politics
1650,1650,이상민  이준석  못된 송아지 엉덩이에서 뿔난다더니  ,Politics
1651,1651,국방부  집무실 이전에  안보는 공기와 같다  속내는 ,Politics
1652,1652,지방선거서    구애경쟁 이재명  보궐선거 출마 카드도 거론 종합 ,Politics
1653,1653, 인수위 전장연 시위 현장 방문 예고에 이준석 고립 국면,Politics
1654,1654,이상민  이준석  엉덩이에 뿔난 못된 송아지 인성교육 받길 ,Politics
1655,1655,  시 썰전라이브  우상호  지도부는 일단 자숙해야 송영길  정 인물 없으면 출마 가능 ,Politics
1656,1656,유영하  대구시장 출마  개인 결심 섰다 이번 주 발표 ,Politics
1657,1657, 여성 목소리 들으면 남성 표 잃는다는 건 오해     반성문 쓴 민주당,Politics
1658,1658, 현장에서 김예지 국민의힘 의원  전장연에  무릎사과  왜 ,Politics
1659,1659,북한은 왜  화성   형 을 쏴놓고    형 으로 위장했나,Politics
1660,1660,불붙는 경기 대전 민주당  이재명 깐부 경쟁  국힘은  유승민 변수 ,Politics
1661,1661,      월  데일리안 퇴근길 뉴스   원 없이 썼다     조원 빚 폭탄 떠넘긴 정부    추경은 보이콧 등,Politics
1662,1662, 영상  이준석  대선 전 장애인 혜화역 시위 언급 발언    도 달랐다,Politics
1663,1663,박주민  송영길 서울시장 차출론에  오히려 세대교체론 주장 할 수도 ,Politics
1664,1664,국방부 청사로   집무실 이전      국방부는 집행부서 ,Politics
1665,1665,오늘 저녁 문 대통령 윤 당선인 만찬,Politics
1666,1666, 여소야대 부담   정부 정부조직 개편 소폭될까 종합 ,Politics
1667,1667, 김정숙 옷값  또 저격한 신평     곤란하면 김어준 탁현민 뒤로 숨어  이젠 해명하길 ,Politics
1668,1668,당대표 이준석  출근길 시위  비판에   대신 사과  무릎 꿇은 김예지 의원,Politics
1669,1669,무단출국 해병  군대서 부조리 겪어  우크라이나 도와야겠다고 생각 ,Politics
1670,1670,민주    본부장 비리  특검 vs 국힘  대선불복    정국 급랭 조짐,Politics
1671,1671, 박근혜 복심  이정현 전 새누리당 대표  전남지사 출마,Politics
1672,1672,     특검법  민심에 역행      선거로 사법적 면책 되는 건 아냐 ,Politics
1673,1673,  번지현장  박주선 위원장에게 듣는 취임식과 첫 총리 역할,Politics
1674,1674,민주   발전자회사 압수수색   에 경고  당선인 의중 아닌 증거로만 ,Politics
1675,1675,민주  이준석  전장연 비판 에  혐오조장 비문명  맹공 종합 ,Politics
1676,1676, 못된 송아지 엉덩이 뿔난다더니  갈라치기 정치  민주  이준석에 날 세웠다,Politics
1677,1677,ICBM에 이어 핵실험까지  북한 움직임 심상치 않다,Politics
1678,1678, 파란 빨간색  맨주먹 싸워보시죠  국회의원 로드FC가 열린다 ,Politics
1679,1679, 임대차 법 폐지  입에 올린 인수위   부동산 개혁 시동 거나,Politics
1680,1680, 전장연 비판  당내 우려에 이준석   집무실 이전 이슈가 더 타격 ,Politics
1681,1681, 프레스룸에 온다  유영하  대구시장 출마  이번 주 내로 입장 밝힐 것 ,Politics
1682,1682,인수위  출근길 지하철 시위  전장연  찾는다  요구 잘 녹일 것 ,Politics
1683,1683, 효율 중시   인수위서 부활한  명함 자문위원단 ,Politics
1684,1684,이준석  장애인단체 갈등 내홍에    집무실 이전이 제일 타격 ,Politics
1685,1685,   의전비 공개  불복에  도 반발  김정숙 옷  퇴임시 반환해야 ,Politics
1686,1686,민주  김동연  새로운물결 에 합당 제안      선언 실천하자 ,Politics
1687,1687, 터무니없는   정부 비난에   조국  직접 밝힌 책 출간 이유,Politics
1688,1688,윤의 첫 총리는 경제통    하마평 오른 인물은 ,Politics
1689,1689,이준석이 뛰니 하태경도 뛴다 브레이크 없는 장애인 혐오 조장,Politics
1690,1690, 임종주의 썰   떨어지는 낙엽도 조심해야 ,Politics
1691,1691,지방선거 앞으로 잰 걸음   의 남자들  독인가 약인가,Politics
1692,1692,인수위  여가부 새 명칭 보도 사실과 달라 ,Politics
1693,1693,대통령 당선인  가장 늦은 만남   어떤 얘기들이 오갈까 ,Politics
1694,1694, 현장  김치찌개부터 믹스커피까지  당선인의 파격 소통,Politics
1695,1695,  시 썰전라이브  우상호  송영길 서울시장 차출설  반대 아닌 성급했다는 뜻 ,Politics
1696,1696,인수위  대통령 직속 국가균발 자치분권위 통폐합 논의 본격화,Politics
1697,1697, 여의도 번지        일 만의 지각회동 용산 이전 추경 등 담판 주목,Politics
1698,1698, 뉴스썰기  여당대표 될 이준석  야당 될 고민정과 또 썰전,Politics
1699,1699,같은 당 의원의  무릎 사과  이준석은 그 시위 또  저격 ,Politics
1700,1700,문재인과 윤석열의  어긋난 인연    파격 발탁에서 회동까지,Politics
1701,1701,미군    ICBM 대응  훈련 거절  정의용  사실과 달라  주장,Politics
1702,1702, 단독 김동연 새로운물결 대표  내일 민주당과 합당 발표,Politics
1703,1703, 현장영상   장애인 지하철 시위는 정치권 책임  무릎 사과에 이준석 대표 반응은,Politics
1704,1704, 뉴스큐  대통령 당선인  저녁  시 만찬 회동     일 만의 만남,Politics
1705,1705,김재원  윤석열과 호흡  권용범  웅대한 대구  대구시장 출마,Politics
1706,1706,이상민  이준석  기본 바탕 퇴행적이고 엉망  장애인 갈라치기에 분노,Politics
1707,1707,이준석  전장연  불법시위 중단   또 갈라치기로 유리한 정치환경 만들어 ,Politics
1708,1708,하나둘 경기지사 출사표 던지는 민주당    그런데 김동연은 ,Politics
1709,1709,김정은  우리는 강해져야 한다  추가 무기 개발 시험 가능성 높아져,Politics
1710,1710,국정원 탈바꿈시킨   인수위  안보수사 공백 없어야 ,Politics
1711,1711,이준석  불붙은 장애인 일반시민 갈라치기 논란,Politics
1712,1712, 안철수  총리 자질 충분해  호평한 이준석  이유는  썰전 라이브,Politics
1713,1713,국힘    ICBM에  한반도 평화프로세스  공식 사망선고 ,Politics
1714,1714,백신  차 접종 강조한  대통령  확산세 꺾였지만 아직 고비 ,Politics
1715,1715,조국  왜  에 실망했나 자책   정부  진짜 선진국 엄두도 못낼듯 ,Politics
1716,1716,공군   전비   만시간 무사고 대기록 지구 달    회 왕복거리,Politics
1717,1717,김정은 IWC시계 푸틴 외투 둘다     만원짜리 독재자들 사치도 닮은꼴,Politics
1718,1718,문성근   당선  법비 쿠데타 민주당에 후원금 꽉 채워줍시다 ,Politics
1719,1719, 인수위  전장연 시위현장 찾아가 만난다 이준석에 선긋기,Politics
1720,1720,민주당  김동연에 통합 제안   지방선거 수도권 대진표  윤곽 은,Politics
1721,1721,미군    ICBM 대응  훈련 거절  정의용  사실과 달라  주장,Politics
1722,1722,민주  김동연과 합당 시사  지방선거 후보 교통정리 예고,Politics
1723,1723,   적자  조정식  경기지사 출마  낮은 지지도  이제부터 시작 ,Politics
1724,1724,  ICBM에 한국군 단독 훈련했는데 정의용  한미 같이 한 것 ,Politics
1725,1725,안철수 총리  최대 변수는      억 안랩 주식  백지신탁,Politics
1726,1726,인수위  전장연  출근길 시위  현장 간다  장애인 요구  정책에 녹일 것  종합 ,Politics
1727,1727,민주당  추경 놓고 윤석열과 정부 모두 비판   속도전 이유는 ,Politics
1728,1728, 너무 당연한 권리    인수위  지하철 장애인 집회 현장 방문  종합 ,Politics
1729,1729, 장애인 시위 비판  이준석 대신 사과한 김예지  무릎 꿇고  책임 통감 ,Politics
1730,1730, 하마터면 질뻔 했는데   또  도진 이준석 갈라치기,Politics
1731,1731,모든 울산시민이 받은   만원이 낳은 결과,Politics
1732,1732, 공천룰  논란 김재원  최고위원 사퇴하고 대구 시장 출마,Politics
1733,1733, 특활비로 명품쇼핑하면 횡령   김정숙 여사  시민단체에 고발당해,Politics
1734,1734, 뉴스큐  무릎 꿇은 김예지    이준석  혐오 감정을 키울 발언은 위험 ,Politics
1735,1735,이언주  경기지사 불출마 선언  고민했지만 부산 못 떠나 ,Politics
1736,1736, 탄핵 대통령  박근혜의 존재감이 커진 이유,Politics
1737,1737,여권 경기지사 선거전 가열   조정식 안민석 염태영에 김동연까지   파전  ,Politics
1738,1738,역대 대통령 당선인   본관서 만나    상춘재 초청 의미는,Politics
1739,1739,박주민  송영길 서울시장 나서면 세대 교체론으로 붙어 볼 수도 ,Politics
1740,1740, 인플레 이기는 정부 없다    인수위  물가 잡기 대책 고심,Politics
1741,1741,인수위  임대차  법  시장에 상당한 혼선 폐지 축소 검토  종합 ,Politics
1742,1742,시민단체   의전 비용  논란 김정숙 여사 경찰 고발,Politics
1743,1743,육군  올해 첫 여단급 KCTC 쌍방훈련  무박  일 교전 훈련 돌입,Politics
1744,1744,김정숙 여사  옷값  얼마  네티즌 혈안  퇴임시 반환해야 ,Politics
1745,1745,문 대통령 윤 당선인  오늘 만찬 회동   우여곡절 끝에 성사,Politics
1746,1746, 감점 공천 룰  논란 김재원  최고위원 사퇴  대구시장 출마 ,Politics
1747,1747,불붙은 민주당 내 경기지사 경쟁 너도나도  이재명 마케팅  구애,Politics
1748,1748,     감점 위기  홍준표  내가 왜 벌 받나  노골적 불만 드러내,Politics
1749,1749,오는 윤석열보다 높은 가는 문재인 지지율 왜 ,Politics
1750,1750,     회동 특별한 의제 없어   민생 안보 말할 듯 ,Politics
1751,1751,안철수  카페 음식점 일회용컵 사용 금지  왜 하필 지금 무책임 ,Politics
1752,1752,되살아나는   검찰개혁 목소리 박홍근은  내부 합의가 우선 ,Politics
1753,1753,진도군수 여론조사를 왜 강진군민에게 하나 ,Politics
1754,1754,이상민  이준석  엉덩이 뿔난 못된 송아지 인성교육 받아야 ,Politics
1755,1755, 최영일의 시사본부  박주선  총리직  생각해본 일 없어 혹시 기회 주어진다면 밀알의 역할을 하는 게 국민의 도리일 것 ,Politics
1756,1756,인수위   월 전기요금 인상 여부 현 정부서 결정해야 ,Politics
1757,1757,의용군  그들은 왜 처벌 각오하고 우크라이나로 향했나,Politics
1758,1758,  대통령  오미크론  정점 지나 아직 고비 넘은 것은 아냐 ,Politics
1759,1759,문대통령 윤당선인 만찬 회동 인수위  임대차법 폐지 축소 검토 ,Politics
1760,1760, 회동 직전  계승  강조한    부족한점 때문에 성과 부정 안돼 ,Politics
1761,1761, 의전비 논란  김정숙 여사 시민단체  경찰에 고발,Politics
1762,1762,국힘  북 ICBM 발사  문재인 정부 한반도 평화프로세스 실패  정부  단정 어려워 ,Politics
1763,1763,김태흠  치졸한 코미디     본부장 특검법  꺼낸 민주 때렸다,Politics
1764,1764, 회동 앞둔    우리의 부족 때문에 국민 성과 부정하면 안돼 ,Politics
1765,1765,안철수  코로나 유행 지속  카페 일회용컵 금지는 탁상행정 ,Politics
1766,1766, 소수자 약자의 연결은 큰 파도가 된다  배복주 정의당 부대표가 말하는 연대의 힘 플랫 ,Politics
1767,1767,   본부장 특검법 에    검찰 수사 어려워     후안무치 ,Politics
1768,1768,국힘  김정숙 옷 장신구 퇴임시 반환해야 ,Politics
1769,1769,   당에 의견서 제출  페널티 부과 부당  김재원 물러나야 ,Politics
1770,1770,전용기  무릎 꿇고 사과할 사람은 이준석   또 갈라치기 ,Politics
1771,1771,이준석  서울시민 아침 볼모로 잡아  VS 민주당  장애인 비판 부적절 ,Politics
1772,1772,김예지 의원  지하철 시위서 무릎 꿇고  정치권 대신해 사과 ,Politics
1773,1773,무릎 꿇은 김예지 장애인 단체에  정치권 대신 사과 ,Politics
1774,1774,정의용  한반도 평화 프로세스 실패 단정 어려워  조태용  이미 사망 ,Politics
1775,1775,인수위  임대차  법  시장에 혼선   폐지나 축소 검토 ,Politics
1776,1776,조국   정부 성과 터무니없게 비판 받아  정부서 후퇴할 것 ,Politics
1777,1777,인수위  전장연  출근길 시위  현장 찾는다   일 광화문역서 회동,Politics
1778,1778,이상민  이준석  젊으면 뭐 하나 기본 바탕이 퇴행적  맹비판,Politics
1779,1779,조국   정부 많이 걱정돼 고통스럽지만 책 써야 했다 ,Politics
1780,1780,노동계 상견례 앞둔  인수위   중대재해처벌법 접점 찾을까,Politics
1781,1781, 의전비 논란  김정숙 여사 시민단체  경찰에 고발,Politics
1782,1782,장애인단체 시위서 무릎 꿇은 김예지 의원  이준석 대신 사과 ,Politics
1783,1783, 선전매체  한미연합훈련 때마다 핵전쟁 긴장국면 ,Politics
1784,1784,안민석  이재명도  처럼 해야 당권 잡고  년 뒤 종로 나와라 ,Politics
1785,1785,  만남 앞둔    우리가 부족하다고 국민이 이룬 성과 부정 안돼 ,Politics
1786,1786, 과 회동 앞둔    우리국민의 자랑스러운 성과 부정돼선 안돼 ,Politics
1787,1787, 장애인 시위  연일 비판한 이준석 무릎 꿇은 김예지,Politics
1788,1788,    김어준 탁현민 뒤 숨지말라  신평   김정숙 옷값  재거론,Politics
1789,1789,대통령 집무실 이전 묻자 국방부 대변인  안보는 공기와 같다 ,Politics
1790,1790,민주당  싹쓸이   년만에 뒤바뀌나 국힘  윤풍  업고 재탈환 기대,Politics
1791,1791,홍준표  페널티 지극히 부당  최고위 공관위에 의견서,Politics
1792,1792, ICBM vs 위성     형 vs   형     도발 놓고  심리전  양상,Politics
1793,1793, 정치   문재인 대통령 윤석열 당선인  첫 만찬 회동,Politics
1794,1794,신평 변호사  김정숙 여사  옷값 논란   차 저격  솔직한 해명이 필요한 때 ,Politics
1795,1795,또 한 번의  이재명 대 윤석열  승부 펼쳐질 경기지사 선거,Politics
1796,1796,우크라  해병  부사관 한다고 기수열외  해병대  추가 진술하면 수사 ,Politics
1797,1797,민주당   전장연 비판  이준석에  기본 바탕이 퇴행적   엉망 ,Politics
